id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
82144,82396,151680,6241,,26Eps Sco,Larawag,16.83608,-34.293232,19.5351,-611.83,-255.87,-3.0,2.29,0.836,K2IIIb,1.144,-4.842163,-15.39568,-11.006616,-0.00005042,0.00003282,-0.00001829,4.407675434439009,-0.598529803311685,-0.0000029662355417,-0.000001240492764,Eps,26,Sco,1,82144,,40.3273792976113,,,
82263,82514,151890,6247,,Mu 1Sco,Xamidimura,16.864509,-38.04738,153.6098,-8.84,-21.6,-25.0,3.0,-2.932,B1.5IV + B,-0.2,-35.43289,-115.66204,-94.671563,0.00000251,0.00003066,0.00000309,4.415118219996618,-0.6640520452978562,-0.0000000428575294,-0.000000104719755,Mu-1,,Sco,1,82263,,1296.5820353826284,Mu-1,3.206,2.946
82294,82545,151985,6252,,Mu 2Sco,Pipirima,16.872263,-38.017536,145.3488,-12.92,-23.8,1.0,3.56,-2.252,B2IV,-0.21,-33.31875,-109.554458,-89.520712,-0.00000594,0.00001176,-0.00001384,4.4171480579181335,-0.6635311696244812,-0.0000000626379275,-0.000000115385655,Mu-2,,Sco,1,82294,,693.1065451499361,,,
82399,82651,152581,,,,Mahsati,16.895439,11.973746,185.5288,11.29,-15.3,0.0,8.38,2.038,K0,0.9,-51.7543,-173.956642,38.490448,0.00000892,-0.00000563,-0.00001346,4.423215716935315,0.20898129595568626,0.0000000547354645,-0.000000074176493,,,Oph,1,82399,,13.32907464231338,,,
83290,83547,153950,,,,Rapeto,17.075235,-43.30977,49.5295,111.41,-141.49,30.7,7.39,3.916,G2IV-V,0.565,-8.640486,-34.989554,-33.974575,0.00002608,-0.00000597,-0.00004626,4.4702861511455625,-0.755898081175165,0.0000005401309215,-0.000000685962876,,,Sco,1,83290,,2.3637416081162934,,,
83638,83895,155763,6396,,22Zet Dra,Aldhibah,17.146448,65.714683,100.7049,-20.76,19.15,-17.0,3.17,-1.845,B6III,-0.12,-9.178442,-40.388128,91.793254,-0.00000641,0.00001753,-0.000012,4.488929593335949,1.1469375883659163,-0.0000001006473201,0.000000092841819,Zet,22,Dra,1,83638,,476.4309868054156,,,
83755,84012,155125,6378,Gl 656.1A,35Eta Oph,Sabik,17.172968,-15.72491,27.0929,41.16,97.65,-2.4,2.43,0.266,A2.5Va,0.059,-5.602493,-25.470005,-7.342684,0.00000504,-0.00000225,0.00001301,4.495872618056471,-0.27445145757010875,0.0000001995493109,0.000000473420559,Eta,35,Oph,1,83755,Gl 656.1,68.17105263058534,,,
84086,84345,156014,6406,,64Alp1Her,Rasalgethi,17.244127,14.390333,110.2536,-6.71,32.78,-33.0,2.78,-2.432,M5IIvar,1.164,-20.995512,-104.709944,27.400863,0.00000377,0.00003703,0.00000858,4.514501981353768,0.251158687566835,-0.000000032530998,0.000000158921924,Alp-1,64,Her,1,84086,,818.0879579457477,Alp,2.967,2.567
84121,84379,156164,6410,GJ 3995A,65Del Her,Sarin,17.250531,24.839204,23.0362,-21.14,-157.68,-40.0,3.12,1.308,A3IVv SB,0.08,-4.075476,-20.503689,9.676738,0.00000348,0.00002962,-0.00003316,4.516178466215894,0.43352589502565375,-0.0000001024896121,-0.000000764454211,Del,65,Her,1,84121,GJ 3995,26.109586865859324,,,
84147,84405,155885,6401,Gl 663A,36    Oph,Guniibuu,17.255836,-26.602829,5.9333,-473.69,-1143.93,0.9,4.33,5.464,K2:III:,0.855,-1.027046,-5.204798,-2.656955,-0.00001067,0.00001628,-0.00002983,4.51756739350317,-0.46430696187993126,-0.0000022965139234,-0.000005545929135,,36,Oph,1,84147,Gl 663,0.5680675741067719,,,
84529,84787,156411,,,,Inquill,17.330947,-48.549319,54.7945,-35.37,-209.84,0.0,6.67,2.976,G1Vw...,0.614,-6.321012,-35.717587,-41.069892,-0.00000197,0.00004278,-0.0000369,4.537231345562261,-0.8473454636639862,-0.0000001714785988,-0.000001017333027,,,Ara,1,84529,,5.618236281342277,,,
85410,85670,159181,6536,,23Bet Dra,Rastaban,17.507213,52.301387,116.5501,-15.59,11.57,-20.0,2.79,-2.543,G2II,0.954,-9.169333,-70.678899,92.218765,-0.00000646,0.00001867,-0.00001219,4.583377711653538,0.9128314068132425,-0.0000000755824528,0.000000056092942,Bet,23,Dra,1,85410,,906.149802231998,,,
85433,85693,158899,6526,,76Lam Her,Maasym,17.512308,26.110645,113.2503,18.39,16.78,-26.0,4.41,-0.86,K3IIIvar,1.434,-12.948576,-100.86468,49.842035,0.00001357,0.00002642,-0.00000343,4.584711502125813,0.4557167288276812,0.0000000891572359,0.000000081351735,Lam,76,Her,1,85433,,192.30917289101595,,,
85436,85696,158408,6508,,34Ups Sco,Lesath,17.512732,-37.295811,176.6784,-4.19,-29.14,8.0,2.7,-3.536,B2IV,-0.179,-17.880984,-139.40881,-107.054828,-0.00000246,0.000009,-0.00002481,4.584822594255185,-0.6509346981536775,-0.0000000203136932,-0.000000141274706,Ups,34,Sco,1,85436,,2261.5177461083626,,,
85560,85822,166205,6789,,23Del UMi,Yildun,17.536918,86.58646,52.7704,10.54,53.97,-8.0,4.35,0.738,A1Vn,0.021,-0.379972,-3.119005,52.676703,0.0000044,0.00001384,-0.00000735,4.591154283119417,1.5112188194720013,0.0000000510993619,0.000000261653943,Del,23,UMi,1,85560,,44.136714346343965,,,
85665,85927,158926,6527,,35Lam Sco,Shaula,17.560145,-37.103821,175.1313,-8.9,-29.95,-3.0,1.62,-4.597,B1.5IV+...,-0.231,-16.048583,-138.749793,-105.649898,-0.00000546,0.00001854,-0.00001843,4.597235152451346,-0.6475838425148488,-0.0000000431484176,-0.000000145201697,Lam,35,Sco,1,85665,,6008.9695048348585,Lam,1.656,1.596
85769,86032,159561,6556,Gl 681,55Alp Oph,Rasalhague,17.582241,12.560035,14.8965,110.08,-222.61,12.6,2.08,1.215,A5III,0.155,-1.587067,-14.453242,3.239454,0.00000615,-0.00001685,-0.00001289,4.603020022725371,0.2192139606173275,0.0000005336828996,-0.000001079243734,Alp,55,Oph,1,85769,,28.444611074479155,,,
85965,86228,159532,6553,,The Sco,Sargas,17.62198,-42.997824,92.081,6.06,-0.95,1.0,1.86,-2.961,F1II,0.406,-6.654055,-67.016643,-62.796539,0.00000265,-0.00000072,-0.00000101,4.613423665072454,-0.7504535963001288,0.000000029379709,-0.000000004605729,The,,Sco,1,85965,,1331.6803762699813,,,
86347,86614,162003,6636,Gl 694.1A,31Psi1Dra,Dziban,17.698978,72.148843,22.8363,26.6,-269.77,-13.7,4.57,2.777,F5IV-V,0.434,-0.551088,-6.978598,21.736754,0.00000104,-0.00002429,-0.00002249,4.6335817274038416,1.2592348680336725,0.000000128960439,-0.000001307881866,Psi-1,31,Dra,1,86347,Gl 694.1,6.748387308707568,,,
86353,86620,162004,6637,Gl 694.1B,31Psi1Dra,Dziban B,17.699461,72.156911,23.0627,34.97,-273.61,-10.9,5.81,3.995,G0V,0.53,-0.555414,-7.044781,21.953273,0.00000188,-0.00002593,-0.00001998,4.633707989469261,1.2593756711362787,0.0000001695393441,-0.000001326498711,Psi-1,31,Dra,2,86347,Gl 694.1,2.197859872784824,,,
86475,86742,161096,6603,,60Bet Oph,Cebalrai,17.724543,4.567303,25.0941,-40.67,158.8,-12.0,2.76,0.762,K2III,1.168,-1.802333,-24.949291,1.998237,-0.00000394,0.00001409,0.00001828,4.640274382729916,0.079714471486085,-0.0000001971737239,0.000000769884124,Bet,60,Oph,1,86475,,43.171784447092264,,,
86515,86782,161693,6618,,,Alruba,17.733103,53.801715,163.3987,13.32,-16.35,-2.0,5.75,-0.316,A2V,0.017,-6.737285,-96.264768,131.85914,0.00000988,-0.00000996,-0.0000093,4.642515503050344,0.939017069413435,0.0000000645771823,-0.000000079267036,,,Dra,1,86515,,116.51987230249999,,,
86529,86796,160691,6585,Gl 691,Mu  Ara,Cervantes,17.735752,-51.834053,15.5111,-15.06,-191.17,-9.0,5.12,4.167,G5V,0.694,-0.662558,-9.561971,-12.19514,0.00000004,0.00001703,-0.00000165,4.643209088136773,-0.9046748876602387,-0.0000000730129403,-0.000000926818313,Mu,,Ara,1,86529,,1.8758581737992832,,,
86991,87261,161892,6630,,,Fuyue,17.830965,-37.043304,38.5802,42.09,27.77,25.0,3.19,0.258,K0/K1III,1.192,-1.362278,-30.763993,-23.24156,0.00000682,-0.00002386,-0.00001126,4.668135843508184,-0.6465276119633587,0.0000002040580781,0.000000134632759,,,Sco,1,86991,,68.67521061488183,,,
87314,87585,163588,6688,,32Xi  Dra,Grumium,17.892134,56.872643,34.5066,93.65,78.44,-26.0,3.73,1.04,K2III,1.177,-0.532395,-18.850278,28.897629,0.00001638,0.00002507,-0.0000151,4.684149845745104,0.9926148695186963,0.0000004540280118,0.000000380287851,Xi,32,Dra,1,87314,,33.419504002611426,,,
87561,87833,164058,6705,,33Gam Dra,Eltanin,17.943437,51.488895,47.3037,-8.52,-23.05,-28.0,2.24,-1.134,K5III,1.521,-0.436154,-29.451035,37.014357,-0.00000175,0.00001372,-0.0000257,4.697580791571401,0.8986507441914112,-0.0000000413061256,-0.000000111749553,Gam,33,Dra,1,87561,,247.5141318074314,,,
87665,87937,,,Gl 699,,Barnard's Star,17.963472,4.693388,1.8238,-797.84,9999.99,-111.0,9.54,13.235,sdM4,1.57,-0.017373,-1.816613,0.149123,-0.00000591,0.0001204,0.00007888,4.702826031672147,0.08191507873243374,-0.0000038680374689,0.000050066369421,,,Oph,1,87665,,0.0004425883723626,V2500,9.59,9.49
88141,88414,164604,,,,Pincoya,18.051927,-28.560643,41.0678,-32.48,-38.34,0.0,9.62,6.552,K2,1.396,0.490331,-36.066992,-19.63405,-0.00000652,0.00000356,-0.0000067,4.72598334915952,-0.4984772624286937,-0.0000001574674834,-0.000000185877565,,,Sgr,1,88141,,0.20854510476931684,,,
88361,88635,165135,6746,,10Gam2Sgr,Alnasl,18.096803,-30.424091,29.7,-55.75,-181.53,22.0,2.98,0.616,K0III,0.981,0.648969,-25.602281,-15.040072,-0.00000787,-0.00000637,-0.00003393,4.737732034018264,-0.5310005637198976,-0.0000002702836269,-0.000000880082274,Gam-2,10,Sgr,1,88361,,49.38556196176077,,,
89064,89341,166937,6812,,13Mu  Sgr,Polis,18.229392,-21.058834,100000.0,1.72,-1.39,-6.0,3.84,-16.16,B2III:,0.195,5600.996443,-93152.961403,-35932.639895,0.00081743,0.00029745,-0.00062662,4.77244354896446,-0.3675459839654625,0.0000000083387953,-0.00000000673891,Mu,13,Sgr,1,89064,,253512863.0497907,Mu,3.928,3.808
89653,89931,168454,6859,,19Del Sgr,Kaus Media,18.3499,-29.828103,106.6098,29.96,-26.38,-20.0,2.72,-2.419,K3III,1.38,8.460232,-92.098382,-53.027575,0.00001318,0.00002584,-0.00000165,4.803992512939064,-0.5205986100711699,0.0000001452501787,-0.000000127893848,Del,19,Sgr,1,89653,,808.3510373900685,,,
89726,90004,168746,,,,Alasia,18.363829,-11.922683,42.735,-22.13,-69.23,0.0,7.95,4.796,G5,0.713,3.976682,-41.623556,-8.82869,-0.00000485,0.00000251,-0.00001403,4.807639114218909,-0.20809007881947125,-0.0000001072892675,-0.000000335636511,,,Ser,1,89726,,1.0509934271862162,,,
89906,90185,169022,6879,,20Eps Sgr,Kaus Australis,18.402868,-34.384616,43.9367,-39.61,-124.05,-15.0,1.79,-1.424,B9.5III,-0.031,3.817188,-36.057831,-24.812975,-0.00001129,0.00002654,-0.00001314,4.817859452696385,-0.6001247623494875,-0.0000001920346989,-0.00000060141137,Eps,20,Sgr,1,89906,,323.2957533680941,,,
90065,90344,170693,6945,,42    Dra,Fafnir,18.433069,65.56348,96.5251,106.52,-27.07,32.0,4.82,-0.103,K2III,1.179,4.51784,-39.674686,87.878659,0.00005236,-0.00001927,0.00002456,4.82576629170591,1.1442986016581989,0.0000005164235325,-0.000000131239063,,42,Dra,1,90065,,95.76349769692685,,,
90217,90496,169916,6913,Gl 713.1,22Lam Sgr,Kaus Borealis,18.466179,-25.4217,23.9693,-44.81,-186.29,-43.2,2.82,0.922,K1IIIb,1.025,2.635486,-21.487046,-10.289309,-0.00001116,0.0000482,-0.00000058,4.83443427510616,-0.4436923676447937,-0.0000002172450103,-0.000000903159405,Lam,22,Sgr,1,90217,,37.25632384666037,,,
90979,91262,172167,7001,Gl 721,3Alp Lyr,Vega,18.61564,38.783692,7.6787,201.02,287.46,-12.1,0.03,0.604,A0Vvar,-0.001,0.960565,-5.908009,4.809731,0.00000476,0.00001734,0.00000059,4.873563095509031,0.6769031163973025,0.0000009745724607,0.000001393645406,Alp,3,Lyr,1,90979,,49.93441887213498,,,
91484,91768,173739,,Gl 725A,,Struve 2398 A,18.713179,59.630396,3.5691,-1326.88,1802.12,-0.8,8.94,11.177,K5,1.504,0.334856,-1.773105,3.079349,-0.00002763,0.00002258,0.00001506,4.89909872516206,1.040746744087625,-0.0000064328957646,0.0000087369243,,,Dra,1,91484,Gl 725,0.002945777902339458,,9.149,8.809
91487,91772,173740,,Gl 725B,,Struve 2398 B,18.713249,59.626847,3.4545,-1393.2,1845.73,1.2,9.7,12.008,K5,1.561,0.324167,-1.716358,2.980381,-0.00002776,0.00002126,0.00001669,4.899117170788272,1.0406847970760273,-0.0000067544241975,0.000008948351546,,,Dra,2,91484,Gl 725,0.0013702505971242452,,,
91566,91852,173416,7043,,,Xihe,18.726696,36.556605,139.47,21.54,57.61,-61.0,6.04,0.318,G8,1.04,21.185517,-110.010103,83.070331,0.00000044,0.00007474,-0.00000587,4.902637620752585,0.6380331168851588,0.0000001044288668,0.000000279301161,,,Lyr,1,91566,,64.9830363484238,,,
92115,92403,,,Gl 729,,Ross 154,18.830369,-23.836232,2.9698,637.55,-192.47,-12.1,10.37,13.006,M3.5Ve,1.51,0.585883,-2.652454,-1.200123,0.00000628,0.00001413,0.00000247,4.929779029634179,-0.4160207358077875,0.0000030909296204,-0.00000093312089,,,Sgr,1,92115,,0.0005465123745199,V1216,10.408,10.338
92133,92420,174638,7106,,10Bet Lyr,Sheliak,18.834665,33.362667,294.9853,1.1,-4.46,-19.0,3.52,-3.829,A8:V comp SB,0.003,53.40884,-240.514817,162.223134,-0.00000122,0.00001276,-0.00001601,4.930903798663317,0.5822883858014625,0.0000000053329505,-0.00000002162269,Bet,10,Lyr,1,92133,,2962.1019360527675,Bet,4.259,3.329
92471,92761,174974,7116,,32Nu 1Sgr,Ainalrami,18.902827,-22.744834,344.8276,2.95,-5.7,-12.0,4.86,-2.828,K1II,1.412,74.467326,-309.170538,-133.319898,0.00000128,0.00001574,-0.00000404,4.948748514142531,-0.3969722408008163,0.0000000143020036,-0.000000027634379,Nu-1,32,Sgr,1,92471,,1178.148406002925,,,
92564,92855,175191,7121,,34Sig Sgr,Nunki,18.92109,-26.296722,69.8324,13.87,-52.65,-11.0,2.05,-2.17,B2.5V,-0.134,14.950858,-60.794062,-30.937099,0.00000027,0.00001858,-0.000011,4.953529829382003,-0.4589643844760175,0.0000000672436575,-0.000000255254402,Sig,34,Sgr,1,92564,,642.6877173170194,,,
92604,92895,175541,,Gl 736,,Kaveh,18.928023,4.265325,127.0648,-7.84,-89.86,20.1,8.02,2.5,G8V,0.869,30.48371,-122.991629,9.450485,0.00000123,-0.00002506,-0.00005367,4.955344892417815,0.07444396003123624,-0.0000000380093926,-0.000000435653573,,,Ser,1,92604,,8.709635899560805,,,
92654,92946,175638,7141,,63The1Ser,Alya,18.936995,4.203595,47.4158,37.69,26.98,-46.0,4.62,1.24,A5V,0.161,11.483943,-45.872196,3.475585,-0.0000031,0.00004806,0.00000274,4.9576937148549165,0.07336657452389625,0.0000001827262762,0.000000130802731,The-1,63,Ser,1,92654,,27.797132677592884,,4.694,4.394
92659,92951,175639,7142,,63The2Ser,Alya B,18.937401,4.202132,51.9481,52.42,31.17,-53.0,4.98,1.402,A5Vn,0.204,12.587009,-50.255684,3.806479,-0.00000047,0.0000562,0.00000386,4.957799969719149,0.07334104726870999,0.0000002541393313,0.000000151116424,The-2,63,Ser,1,92659,,23.9441817286338,,,
92902,93194,176437,7178,,14Gam Lyr,Sulafat,18.982395,32.689557,190.1141,-2.76,1.77,-21.0,3.25,-3.145,B9III,-0.049,40.69872,-154.738921,102.67804,-0.00000728,0.00001769,-0.00001023,4.969579452917496,0.5705404070855175,-0.0000000133808576,0.000000008581202,Gam,14,Lyr,1,92902,,1577.6112696993484,,,
93213,93506,176687,7194,,38Zet Sgr,Ascella,19.043532,-29.880105,27.0416,-14.1,3.66,22.0,2.6,0.44,A3IV,0.062,6.326274,-22.577554,-13.471863,0.00000355,-0.00001951,-0.00001079,4.985585011861122,-0.521506218738425,-0.000000068358729,0.00000001774418,Zet,38,Sgr,1,93213,,58.07644175213118,,,
93452,93747,177724,7235,GJ 4095A,17Zet Aql,Okab,19.090169,13.863478,25.4582,-7.04,-95.31,-25.0,2.99,0.961,A0Vn,0.014,6.95881,-23.716532,6.099966,-0.00000703,0.00002087,-0.00001755,4.997794545354773,0.2419633388357175,-0.0000000341308831,-0.000000462075918,Zet,17,Aql,1,93452,GJ 4095,35.94181463147148,,,
93819,94114,178253,7254,,Alp CrA,Meridiana,19.157869,-37.904474,38.432,85.73,-96.65,-18.0,4.11,1.187,A0/A1V,0.042,9.052029,-28.941534,-23.610478,0.00000761,0.00002919,-0.0000029,5.015518361769223,-0.6615578790086926,0.0000004156307683,-0.000000468572422,Alp,,CrA,1,93819,,29.187708481971423,,,
93846,94141,178524,7264,,41Pi  Sgr,Albaldah,19.162731,-21.023615,156.25,-1.17,-36.83,-10.0,2.88,-3.089,F2II/III,0.377,43.714239,-139.143552,-56.055078,-0.00000671,0.00001839,-0.00002237,5.016791345367199,-0.3669312993726825,-0.0000000056723201,-0.000000178556878,Pi,41,Sgr,1,93846,,1498.3042106226599,,,
94081,94376,180711,7310,,57Del Dra,Altais,19.209225,67.661541,29.8686,94.49,92.3,25.0,3.07,0.694,G9III,0.99,3.534238,-10.788301,27.627312,0.00001218,0.00000677,0.00002873,5.028963347378909,1.1809166704764862,0.0000004581004468,0.000000447483027,Del,57,Dra,1,94081,,45.96211446660011,,,
94186,94481,180163,7298,,20Eta Lyr,Aladfar,19.229302,39.145968,425.5319,-1.59,-0.61,-8.0,4.43,-3.715,B2.5IV,-0.15,104.385585,-313.073293,268.637487,-0.00000487,0.00000423,-0.00000614,5.034219530550296,0.6832260331230737,-0.0000000077085375,-0.000000002957363,Eta,20,Lyr,1,94186,,2666.8586645214805,,,
94350,94645,179949,7291,,,Gumala,19.259228,-24.179352,27.5482,114.78,-101.81,-26.0,6.25,4.05,F8V,0.548,8.135614,-23.777829,-11.28349,0.00000485,0.00003318,-0.00000151,5.042054132104997,-0.42200930490207,0.0000005564691425,-0.000000493588808,,,Sgr,1,94350,,2.089296130854039,V5652,6.258,6.238
94829,95124,181342,,,,Belel,19.351176,-23.619572,110.6195,-45.15,-31.23,0.0,7.55,2.331,K0III,1.022,35.109071,-95.077194,-44.321033,-0.00002504,-0.00000209,-0.00001534,5.066126037682952,-0.41223929081398003,-0.0000002188933768,-0.000000151407312,,,Sgr,1,94829,,10.17653662620533,,,
94946,95241,181454,7337,,Bet1Sgr,Arkab Prior,19.377303,-44.458965,96.1538,7.31,-22.43,-11.0,3.96,-0.955,B9V,-0.085,24.213622,-64.216561,-67.345884,-0.00000223,0.00001557,0.00000042,5.07296605509895,-0.775955313507445,0.00000003543988,-0.000000108743708,Bet-1,,Sgr,1,94946,,209.89398836235245,,,
94967,95262,181720,,,,Sika,19.381382,-32.919054,58.072,89.37,-415.97,-53.0,7.84,4.02,G1V,0.599,17.247552,-45.594321,-31.559182,-0.00001508,0.00011098,-0.00006884,5.07403398618238,-0.5745458819453363,0.0000004332779863,-0.000002016679467,,,Sgr,1,94967,,2.1478304741305343,,,
94999,95294,181623,7343,,Bet2Sgr,Arkab Posterior,19.386976,-44.799778,41.1353,92.78,-53.73,19.0,4.27,1.199,F2III,0.35,10.367344,-27.285432,-28.985346,0.00001951,0.00000074,-0.00002129,5.0754985208386625,-0.7819036372909125,0.0000004498101328,-0.00000026049039,Bet-2,,Sgr,1,94999,,28.866890179482727,,,
95052,95347,181869,7348,,Alp Sgr,Rukbat,19.398103,-40.61594,55.7414,32.67,-120.81,-1.0,3.96,0.229,B8V,-0.105,15.143928,-39.50987,-36.286833,0.00000036,0.00002373,-0.00002411,5.078411455900508,-0.7088818789048114,0.0000001583886294,-0.000000585703407,Alp,,Sgr,1,95052,,70.53424142580965,,,
95473,95771,183439,7405,,6Alp Vul,Anser,19.478427,24.664905,91.1577,-126.45,-106.99,-86.0,4.44,-0.359,M0 comp,1.502,31.268751,-76.712143,38.040745,-0.00007447,0.00003465,-0.00007967,5.099440259839634,0.430483797356135,-0.0000006130468991,-0.000000518702156,Alp,6,Vul,1,95473,,121.22717925364971,,,
95648,95947,183912,7417,,6Bet1Cyg,Albireo,19.512023,27.959681,133.1558,-7.09,-5.63,-24.0,3.05,-2.572,K3II+...,1.088,45.350466,-108.51838,62.430012,-0.00001193,0.00001667,-0.00001472,5.108235547233712,0.4879884921686625,-0.00000003437329,-0.00000002729501,Bet-1,6,Cyg,1,95648,,930.6791831626532,,,
95652,95951,183914,7418,,6Bet2Cyg,Albireo B,19.51261,27.965276,122.549,-1.95,-0.98,-18.0,5.12,-0.322,B8V,-0.095,41.751189,-99.862557,57.467608,-0.00000724,0.0000143,-0.00000915,5.108389313278665,0.48808615042722747,-0.0000000094538668,-0.000000004751174,Bet-2,6,Cyg,1,95652,,117.16556739113025,,,
95777,96078,231701,,,,Uruk,19.534489,16.47429,118.4834,63.68,15.49,0.0,8.97,3.602,F8V,0.539,44.426247,-104.573689,33.600124,0.00003268,0.00001662,0.00000853,5.114117189381829,0.28753060110434125,0.0000003087293518,0.000000075097639,,,Sge,1,95777,,3.15645789129907,,,
95799,96100,185144,7462,Gl 764,61Sig Dra,Alsafi,19.539149,69.661175,5.7547,598.43,-1738.81,28.2,4.67,5.87,K0V,0.786,0.784452,-1.840016,5.396152,0.00003712,-0.00004452,0.00001019,5.11533717611695,1.2158168705983676,0.0000029012705085,-0.000008429988758,Sig,61,Dra,1,95799,,0.39084089579240183,,,
95992,96295,184738,,,,Campbell's Hydrogen Star,19.579231,30.516371,100000.0,-4.16,-10.19,-30.4,10.0,-10.0,WC...,-0.013,34611.284098,-78889.844899,50778.453408,-0.00084972,-0.00308271,-0.00427137,5.12583076552782,0.5326111517280024,-0.0000000201682491,-0.000000049402514,,,Cyg,1,95992,,870963.5899560815,V1966,10.048,9.938
96450,96757,185758,7479,,5Alp Sge,Sham,19.668275,18.01389,130.3781,15.09,-19.72,2.0,4.39,-1.186,G0II,0.777,52.446573,-112.348474,40.319114,0.0000111,-0.00000122,-0.00001122,5.1491424431358634,0.31440169845400123,0.0000000731583844,-0.000000095605257,Alp,5,Sge,1,96450,,259.6569790273785,,,
96858,97165,186882,7528,,18Del Cyg,Fawaris,19.749574,45.13081,50.5817,43.22,48.44,-20.0,2.86,-0.66,B9.5III,-0.002,15.779435,-32.006459,35.8481,-0.0000006,0.00002518,-0.00000612,5.170426442444136,0.7876812218827774,0.0000002095364727,0.000000234843746,Del,18,Cyg,1,96858,,159.95580286146696,,,
96970,97278,186791,7525,,50Gam Aql,Tarazed,19.770994,10.613261,121.0654,15.72,-3.08,-2.0,2.72,-2.695,K3II,1.507,53.215608,-106.431852,22.297682,0.0000075,0.00000563,-0.00000215,5.1760341858612176,0.18523635134271627,0.0000000762127106,-0.000000014932261,Gam,50,Aql,1,96970,,1042.3174293933046,,,
97338,97649,187642,7557,Gl 768,53Alp Aql,Altair,19.846388,8.868322,5.1295,536.82,385.54,-26.1,0.76,2.21,A7IV-V,0.221,2.355468,-4.4873,0.790749,-0.00000112,0.00003087,0.00000536,5.195772105546999,0.15478141706831,0.0000026025768,0.000001869150664,Alp,53,Aql,1,97338,,11.376272858234303,Alp,0.803,0.753
97627,97938,188310,7595,,59Xi  Aql,Libertas,19.904134,8.461453,56.2746,101.43,-81.28,-42.0,4.71,0.958,K0III,1.023,26.612383,-48.887669,8.280414,0.00000555,0.00004768,-0.00002825,5.210889980782017,0.14768020900510875,0.0000004917465162,-0.000000394056559,Xi,59,Aql,1,97627,,36.04126286491436,,,
97725,98036,188512,7602,Gl 771A,60Bet Aql,Alshain,19.921887,6.406763,13.6986,46.35,-481.32,-40.7,3.71,3.027,G8IVvar,0.855,6.563854,-11.925647,1.528534,-0.00001553,0.0000346,-0.00003641,5.215537811222483,0.11181911582943875,0.0000002247111409,-0.000002333505207,Bet,60,Aql,1,97725,Gl 771,5.360434578161428,,,
97755,98066,188376,7597,,58Ome Sgr,Terebellum,19.930651,-26.299506,25.9875,203.96,74.4,-21.0,4.7,2.626,G3/G5III,0.748,11.280499,-20.384256,-11.514028,0.00001517,0.00002565,0.00001792,5.21783225222735,-0.4590129768629425,0.0000009888259829,0.000000360701378,Ome,58,Sgr,1,97755,,7.755324957585906,,,
97987,98298,226868,,,,Cygnus X-1,19.972688,35.201604,595.2381,-3.82,-7.62,-2.7,8.84,-0.033,B0Ib,0.73,240.17499,-422.950898,343.12808,-0.00000444,-0.0000145,-0.00001956,5.228837432951027,0.6143838937504825,-0.0000000185198826,-0.000000036942802,,,Cyg,1,97987,,89.78421709097269,V1357,8.883,8.793
99574,99894,192699,,,,Chechia,20.268335,4.580795,65.6168,-40.72,-51.16,0.0,6.44,2.355,G5,0.867,36.598915,-54.209052,5.240473,-0.00001001,-0.00000832,-0.00001622,5.306237565608856,0.0799499597315675,-0.0000001974161307,-0.000000248030678,,,Aql,1,99574,,9.954054173515267,,,
99743,100064,192947,7754,,6Alp2Cap,Algedi,20.300904,-12.544852,32.4465,61.78,2.85,0.7,3.58,1.024,G6/G8III,0.883,17.945333,-26.097385,-7.047505,0.00000846,0.00000485,0.00000028,5.314764237781554,-0.21894896809959627,0.0000002995178918,0.000000013817189,Alp-2,6,Cap,1,99743,,33.91563869058218,,,
99985,100310,193432,7773,,8Nu  Cap,Alshat,20.344393,-12.75908,77.6398,15.71,-14.63,-2.0,4.77,0.32,B9IV,-0.047,43.612148,-61.902343,-17.146901,0.00000298,0.00000603,-0.00000492,5.326149706437006,-0.22268794762210875,0.0000000761642292,-0.000000070928241,Nu,8,Cap,1,99985,,64.86344335482381,,,
100020,100345,193495,7776,,9Bet Cap,Dabih,20.350187,-14.781367,100.2004,48.42,14.0,-19.0,3.05,-1.954,A5:n,0.79,55.920163,-79.116953,-25.564218,0.00000936,0.0000275,0.00001153,5.327666598034361,-0.2579835241032437,0.0000002347467841,0.000000067873915,Bet,9,Cap,1,100020,,526.744488331906,,,
100128,100453,194093,7796,,37Gam Cyg,Sadr,20.370473,40.256679,561.7978,2.43,-0.93,-8.0,2.23,-6.518,F8Ib,0.673,249.318228,-348.795593,363.040966,0.0000027,0.0000076,-0.00000722,5.332977255083509,0.7026115975482887,0.0000000117809724,-0.000000004508767,Gam,37,Cyg,1,100128,,35253.318119588555,,,
100425,100751,193924,7790,,Alp Pav,Peacock,20.427459,-56.73509,54.8246,7.71,-86.15,2.0,1.94,-1.755,B2IV,-0.118,17.850262,-24.200974,-45.841245,-0.00000905,0.00001572,-0.00001427,5.347896379067429,-0.9902141215861188,0.0000000373791348,-0.000000417666985,Alp,,Pav,1,100425,,438.5306977749856,,,
